	Chr	Position	Bg02es	Bj	Gm06990	Gm12801	Gm12812	Gm12813	Gm12878	Helas3	Hepg2	Huvec	Imr90	K562	Mcf7	Nhek	Sknsh
21_23429862	21	23429862	22.699602	16.050461	11.788173	22.818108	34.912537	35.260757	9.682315	26.826212	8.483046	21.462708	6.430772	16.907637	24.562859	15.76489	31.90703
21_23432238	21	23432238	22.634638	15.932482	11.795577	22.912043	35.037083	35.339142	9.728988	26.781275	8.496816	21.25651	6.471968	16.984585	24.525797	15.848429	31.905134
21_23435104	21	23435104	22.588732	15.854371	11.801477	22.973747	35.116802	35.390732	9.760627	26.751947	8.50786	21.119375	6.500832	17.03483	24.500906	15.905171	31.903105
21_23435175	21	23435175	22.588732	15.854371	11.801477	22.973747	35.116802	35.390732	9.760627	26.751947	8.50786	21.119375	6.500832	17.03483	24.500906	15.905171	31.903105
21_23435281	21	23435281	22.564983	15.815533	11.804742	23.004307	35.15564	35.416309	9.776564	26.737469	8.513941	21.050926	6.515671	17.059635	24.48839	15.933832	31.901859
21_23435330	21	23435330	22.564983	15.815533	11.804742	23.004307	35.15564	35.416309	9.776564	26.737469	8.513941	21.050926	6.515671	17.059635	24.48839	15.933832	31.901859
21_23435767	21	23435767	22.564983	15.815533	11.804742	23.004307	35.15564	35.416309	9.776564	26.737469	8.513941	21.050926	6.515671	17.059635	24.48839	15.933832	31.901859
21_23435824	21	23435824	22.564983	15.815533	11.804742	23.004307	35.15564	35.416309	9.776564	26.737469	8.513941	21.050926	6.515671	17.059635	24.48839	15.933832	31.901859
21_23435834	21	23435834	22.564983	15.815533	11.804742	23.004307	35.15564	35.416309	9.776564	26.737469	8.513941	21.050926	6.515671	17.059635	24.48839	15.933832	31.901859
21_23437000	21	23437000	22.54071	15.776867	11.808228	23.034666	35.193771	35.441746	9.792562	26.723116	8.520392	20.982576	6.530773	17.084227	24.475811	15.962681	31.900461
21_23437124	21	23437124	22.54071	15.776867	11.808228	23.034666	35.193771	35.441746	9.792562	26.723116	8.520392	20.982576	6.530773	17.084227	24.475811	15.962681	31.900461
21_23437530	21	23437530	22.515907	15.738389	11.811947	23.064827	35.231194	35.467022	9.808609	26.708881	8.527213	20.914326	6.546134	17.108603	24.463173	15.991703	31.898914
21_23438186	21	23438186	22.490566	15.700119	11.815901	23.094776	35.267895	35.492142	9.824693	26.694771	8.534402	20.846189	6.561751	17.132765	24.45046	16.020897	31.897217
21_23438339	21	23438339	22.490566	15.700119	11.815901	23.094776	35.267895	35.492142	9.824693	26.694771	8.534402	20.846189	6.561751	17.132765	24.45046	16.020897	31.897217
21_23438389	21	23438389	22.490566	15.700119	11.815901	23.094776	35.267895	35.492142	9.824693	26.694771	8.534402	20.846189	6.561751	17.132765	24.45046	16.020897	31.897217
21_23438390	21	23438390	22.490566	15.700119	11.815901	23.094776	35.267895	35.492142	9.824693	26.694771	8.534402	20.846189	6.561751	17.132765	24.45046	16.020897	31.897217
21_23438462	21	23438462	22.490566	15.700119	11.815901	23.094776	35.267895	35.492142	9.824693	26.694771	8.534402	20.846189	6.561751	17.132765	24.45046	16.020897	31.897217
21_23438523	21	23438523	22.490566	15.700119	11.815901	23.094776	35.267895	35.492142	9.824693	26.694771	8.534402	20.846189	6.561751	17.132765	24.45046	16.020897	31.897217
21_23438526	21	23438526	22.490566	15.700119	11.815901	23.094776	35.267895	35.492142	9.824693	26.694771	8.534402	20.846189	6.561751	17.132765	24.45046	16.020897	31.897217
21_23438877	21	23438877	22.490566	15.700119	11.815901	23.094776	35.267895	35.492142	9.824693	26.694771	8.534402	20.846189	6.561751	17.132765	24.45046	16.020897	31.897217
21_23440158	21	23440158	22.464685	15.662076	11.820102	23.124514	35.303864	35.517105	9.840799	26.680769	8.541961	20.77817	6.577617	17.156712	24.437672	16.050251	31.895374
21_23444957	21	23444957	22.327229	15.475852	11.845095	23.269951	35.472351	35.639294	9.921241	26.612494	8.585199	20.440189	6.660482	17.27314	24.372341	16.199219	31.883989
21_23445398	21	23445398	22.298126	15.439528	11.850946	23.29837	35.5037	35.663174	9.937221	26.599165	8.59492	20.373081	6.677723	17.295765	24.358955	16.229404	31.881283
21_23454243	21	23454243	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23454282	21	23454282	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23454320	21	23454320	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23454422	21	23454422	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23454532	21	23454532	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23454572	21	23454572	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23454662	21	23454662	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23454689	21	23454689	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23454702	21	23454702	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23454860	21	23454860	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23454887	21	23454887	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23455119	21	23455119	22.012354	15.130062	11.918038	23.54364	35.748348	35.868584	10.076705	26.483721	8.697798	19.77837	6.841572	17.488958	24.232237	16.505413	31.850779
21_23455243	21	23455243	21.978006	15.097891	11.927211	23.5697	35.771179	35.890255	10.091505	26.471355	8.710861	19.713484	6.860631	17.50923	24.217354	16.536446	31.846722
21_23455289	21	23455289	21.978006	15.097891	11.927211	23.5697	35.771179	35.890255	10.091505	26.471355	8.710861	19.713484	6.860631	17.50923	24.217354	16.536446	31.846722
21_23455424	21	23455424	21.978006	15.097891	11.927211	23.5697	35.771179	35.890255	10.091505	26.471355	8.710861	19.713484	6.860631	17.50923	24.217354	16.536446	31.846722
21_23455445	21	23455445	21.978006	15.097891	11.927211	23.5697	35.771179	35.890255	10.091505	26.471355	8.710861	19.713484	6.860631	17.50923	24.217354	16.536446	31.846722
21_23455877	21	23455877	21.978006	15.097891	11.927211	23.5697	35.771179	35.890255	10.091505	26.471355	8.710861	19.713484	6.860631	17.50923	24.217354	16.536446	31.846722
21_23455933	21	23455933	21.978006	15.097891	11.927211	23.5697	35.771179	35.890255	10.091505	26.471355	8.710861	19.713484	6.860631	17.50923	24.217354	16.536446	31.846722
21_23456250	21	23456250	21.943155	15.066216	11.936746	23.595514	35.793114	35.911674	10.106122	26.459072	8.724233	19.64887	6.879837	17.529245	24.20229	16.567528	31.842543
21_23456262	21	23456262	21.943155	15.066216	11.936746	23.595514	35.793114	35.911674	10.106122	26.459072	8.724233	19.64887	6.879837	17.529245	24.20229	16.567528	31.842543
21_23456322	21	23456322	21.943155	15.066216	11.936746	23.595514	35.793114	35.911674	10.106122	26.459072	8.724233	19.64887	6.879837	17.529245	24.20229	16.567528	31.842543
21_23456417	21	23456417	21.943155	15.066216	11.936746	23.595514	35.793114	35.911674	10.106122	26.459072	8.724233	19.64887	6.879837	17.529245	24.20229	16.567528	31.842543
21_23457999	21	23457999	21.907803	15.035048	11.946649	23.621082	35.814137	35.932842	10.120548	26.446875	8.737907	19.584541	6.899185	17.549015	24.18704	16.598654	31.838238
21_23458370	21	23458370	21.871956	15.004402	11.956923	23.646404	35.834236	35.953751	10.134772	26.434755	8.751882	19.5205	6.91867	17.56852	24.1716	16.629818	31.833807
21_23458678	21	23458678	21.871956	15.004402	11.956923	23.646404	35.834236	35.953751	10.134772	26.434755	8.751882	19.5205	6.91867	17.56852	24.1716	16.629818	31.833807
21_23459113	21	23459113	21.871956	15.004402	11.956923	23.646404	35.834236	35.953751	10.134772	26.434755	8.751882	19.5205	6.91867	17.56852	24.1716	16.629818	31.833807
21_23459697	21	23459697	21.835621	14.974291	11.967577	23.671478	35.853413	35.974392	10.148783	26.42271	8.76615	19.456757	6.938284	17.587765	24.155958	16.661015	31.829252
21_23459767	21	23459767	21.835621	14.974291	11.967577	23.671478	35.853413	35.974392	10.148783	26.42271	8.76615	19.456757	6.938284	17.587765	24.155958	16.661015	31.829252
21_23460554	21	23460554	21.798805	14.944722	11.978607	23.696302	35.871643	35.994766	10.162571	26.410742	8.780704	19.393322	6.958023	17.606747	24.140108	16.692234	31.824574
21_23460656	21	23460656	21.798805	14.944722	11.978607	23.696302	35.871643	35.994766	10.162571	26.410742	8.780704	19.393322	6.958023	17.606747	24.140108	16.692234	31.824574
21_23460984	21	23460984	21.798805	14.944722	11.978607	23.696302	35.871643	35.994766	10.162571	26.410742	8.780704	19.393322	6.958023	17.606747	24.140108	16.692234	31.824574
21_23460994	21	23460994	21.798805	14.944722	11.978607	23.696302	35.871643	35.994766	10.162571	26.410742	8.780704	19.393322	6.958023	17.606747	24.140108	16.692234	31.824574
21_23461481	21	23461481	21.761507	14.915712	11.99002	23.720881	35.888931	36.01487	10.176126	26.398844	8.795539	19.3302	6.97788	17.625454	24.12405	16.723471	31.819771
21_23463814	21	23463814	21.685511	14.859417	12.014008	23.769285	35.920643	36.054226	10.202495	26.375259	8.826026	19.204933	7.017923	17.662035	24.091295	16.785976	31.809811
21_23463847	21	23463847	21.685511	14.859417	12.014008	23.769285	35.920643	36.054226	10.202495	26.375259	8.826026	19.204933	7.017923	17.662035	24.091295	16.785976	31.809811
21_23464020	21	23464020	21.685511	14.859417	12.014008	23.769285	35.920643	36.054226	10.202495	26.375259	8.826026	19.204933	7.017923	17.662035	24.091295	16.785976	31.809811
21_23464138	21	23464138	21.685511	14.859417	12.014008	23.769285	35.920643	36.054226	10.202495	26.375259	8.826026	19.204933	7.017923	17.662035	24.091295	16.785976	31.809811
21_23464267	21	23464267	21.646818	14.832151	12.026586	23.793108	35.935047	36.073479	10.215291	26.363565	8.841669	19.142805	7.038098	17.679899	24.074575	16.817234	31.804646
21_23464534	21	23464534	21.646818	14.832151	12.026586	23.793108	35.935047	36.073479	10.215291	26.363565	8.841669	19.142805	7.038098	17.679899	24.074575	16.817234	31.804646
21_23465009	21	23465009	21.646818	14.832151	12.026586	23.793108	35.935047	36.073479	10.215291	26.363565	8.841669	19.142805	7.038098	17.679899	24.074575	16.817234	31.804646
21_23465328	21	23465328	21.607674	14.805489	12.039555	23.816679	35.948475	36.09243	10.227818	26.351931	8.857569	19.081026	7.058368	17.69747	24.057627	16.848478	31.799372
21_23465496	21	23465496	21.607674	14.805489	12.039555	23.816679	35.948475	36.09243	10.227818	26.351931	8.857569	19.081026	7.058368	17.69747	24.057627	16.848478	31.799372
21_23470825	21	23470825	21.405405	14.681588	12.110316	23.930729	36.000751	36.182686	10.286097	26.294596	8.940669	18.777626	7.16093	17.780756	23.969246	17.004375	31.771307
21_23472168	21	23472168	21.363689	14.658758	12.125655	23.95277	36.008183	36.199802	10.296824	26.283274	8.957962	18.7181	7.181645	17.796457	23.950806	17.035437	31.765364
21_23474840	21	23474840	21.23616	14.594329	12.174042	24.017344	36.024368	36.249199	10.327014	26.249567	9.011057	18.541962	7.244104	17.841537	23.893881	17.128254	31.74691
21_23480177	21	23480177	21.016087	14.500949	12.262506	24.119789	36.030624	36.324863	10.370289	26.194048	9.103139	18.256952	7.348905	17.90958	23.793375	17.281303	31.714188
21_23483650	21	23483650	20.833828	14.439321	12.340172	24.197058	36.016754	36.379162	10.398147	26.150024	9.179486	18.037102	7.432995	17.957172	23.707619	17.401726	31.68638
21_23484203	21	23484203	20.78747	14.425773	12.360524	24.215725	36.010639	36.39185	10.404129	26.139051	9.198882	17.983328	7.454009	17.968065	23.685408	17.43149	31.679216
21_23484306	21	23484306	20.78747	14.425773	12.360524	24.215725	36.010639	36.39185	10.404129	26.139051	9.198882	17.983328	7.454009	17.968065	23.685408	17.43149	31.679216
21_23485739	21	23485739	20.740812	14.412975	12.381246	24.234129	36.003471	36.404175	10.409709	26.128088	9.218387	17.930031	7.475009	17.978548	23.662876	17.4611	31.671972
21_23489571	21	23489571	20.551348	14.369384	12.467739	24.305149	35.964188	36.44981	10.427942	26.084236	9.297344	17.721813	7.558764	18.016212	23.569519	17.577858	31.642263
21_23496615	21	23496615	20.210264	14.322604	12.632397	24.419537	35.854755	36.515198	10.443713	26.007128	9.438006	17.377235	7.703615	18.06484	23.393242	17.774542	31.587778
21_23500501	21	23500501	20.010969	14.312753	12.733625	24.479345	35.769226	36.544006	10.443347	25.962578	9.519013	17.192144	7.784864	18.082199	23.284893	17.88175	31.555492
21_23500818	21	23500818	20.010969	14.312753	12.733625	24.479345	35.769226	36.544006	10.443347	25.962578	9.519013	17.192144	7.784864	18.082199	23.284893	17.88175	31.555492
21_23504071	21	23504071	19.859898	14.31333	12.812732	24.521641	35.694286	36.56142	10.438594	25.928814	9.57972	17.059147	7.844843	18.090025	23.199915	17.959347	31.530832
21_23504697	21	23504697	19.809294	14.315019	12.839684	24.535255	35.667286	36.56641	10.436162	25.91748	9.599909	17.015944	7.86463	18.091629	23.170877	17.984638	31.522543
21_23504968	21	23504968	19.809294	14.315019	12.839684	24.535255	35.667286	36.56641	10.436162	25.91748	9.599909	17.015944	7.86463	18.091629	23.170877	17.984638	31.522543
21_23505938	21	23505938	19.758583	14.317449	12.866922	24.548641	35.639275	36.570992	10.43331	25.906105	9.620064	16.973309	7.884305	18.092722	23.141479	18.009638	31.514221
21_23506529	21	23506529	19.707779	14.320616	12.894436	24.561796	35.610264	36.575161	10.43004	25.894684	9.640177	16.931248	7.903865	18.093306	23.111721	18.034336	31.505875
21_23507588	21	23507588	19.656895	14.324511	12.922227	24.57472	35.580261	36.578911	10.426355	25.883211	9.660241	16.889759	7.923306	18.093372	23.081602	18.058725	31.497494
21_23508924	21	23508924	19.605936	14.329131	12.950287	24.58742	35.549274	36.582249	10.422258	25.871696	9.680253	16.848846	7.942624	18.092916	23.051126	18.082804	31.489088
21_23512018	21	23512018	19.452765	14.347265	13.036042	24.624201	35.450474	36.589714	10.407525	25.836815	9.739893	16.729612	7.999794	18.088434	22.957537	18.153095	31.463724
21_23513890	21	23513890	19.350521	14.362837	13.094478	24.647669	35.379803	36.592552	10.395714	25.813282	9.779262	16.653063	8.037221	18.082813	22.893351	18.198292	31.446709
21_23520158	21	23520158	19.044275	14.425496	13.275412	24.713366	35.145489	36.590561	10.351187	25.741138	9.894897	16.437683	8.145871	18.053207	22.69223	18.325495	31.395275
21_23522976	21	23522976	18.892065	14.465282	13.368783	24.743814	35.016224	36.583538	10.324114	25.704124	9.950994	16.338108	8.198001	18.031208	22.586937	18.384165	31.369371
21_23523020	21	23523020	18.892065	14.465282	13.368783	24.743814	35.016224	36.583538	10.324114	25.704124	9.950994	16.338108	8.198001	18.031208	22.586937	18.384165	31.369371
21_23526097	21	23526097	18.740938	14.510288	13.463882	24.772844	34.879223	36.572414	10.294102	25.666431	10.005703	16.24398	8.248564	18.0044	22.478565	18.439421	31.343363
21_23526536	21	23526536	18.690868	14.526389	13.495938	24.782232	34.831882	36.56778	10.283482	25.653709	10.023599	16.21382	8.265059	17.994398	22.441771	18.457067	31.334669
21_23526751	21	23526751	18.690868	14.526389	13.495938	24.782232	34.831882	36.56778	10.283482	25.653709	10.023599	16.21382	8.265059	17.994398	22.441771	18.457067	31.334669
21_23526808	21	23526808	18.690868	14.526389	13.495938	24.782232	34.831882	36.56778	10.283482	25.653709	10.023599	16.21382	8.265059	17.994398	22.441771	18.457067	31.334669
21_23529069	21	23529069	18.591259	14.560163	13.560537	24.800608	34.734768	36.557125	10.261372	25.628023	10.058838	16.155317	8.297499	17.972795	22.367201	18.491186	31.317247
21_23529644	21	23529644	18.541748	14.577805	13.593069	24.809608	34.685009	36.551094	10.2499	25.615055	10.076168	16.126978	8.313436	17.961195	22.329426	18.507656	31.308516
21_23529950	21	23529950	18.541748	14.577805	13.593069	24.809608	34.685009	36.551094	10.2499	25.615055	10.076168	16.126978	8.313436	17.961195	22.329426	18.507656	31.308516
21_23530053	21	23530053	18.541748	14.577805	13.593069	24.809608	34.685009	36.551094	10.2499	25.615055	10.076168	16.126978	8.313436	17.961195	22.329426	18.507656	31.308516
21_23530081	21	23530081	18.541748	14.577805	13.593069	24.809608	34.685009	36.551094	10.2499	25.615055	10.076168	16.126978	8.313436	17.961195	22.329426	18.507656	31.308516
21_23530225	21	23530225	18.492451	14.595935	13.625745	24.818489	34.63446	36.544598	10.238161	25.602003	10.093296	16.099245	8.329185	17.94906	22.29133	18.523724	31.299774
21_23530488	21	23530488	18.492451	14.595935	13.625745	24.818489	34.63446	36.544598	10.238161	25.602003	10.093296	16.099245	8.329185	17.94906	22.29133	18.523724	31.299774
21_23532856	21	23532856	18.394556	14.63359	13.691497	24.835918	34.531052	36.530197	10.21393	25.575647	10.126918	16.045597	8.360106	17.923203	22.214211	18.554661	31.282246
21_23532962	21	23532962	18.394556	14.63359	13.691497	24.835918	34.531052	36.530197	10.21393	25.575647	10.126918	16.045597	8.360106	17.923203	22.214211	18.554661	31.282246
21_23533484	21	23533484	18.345985	14.653087	13.724557	24.844477	34.47821	36.522278	10.201455	25.562336	10.143399	16.019684	8.375274	17.909472	22.175186	18.569525	31.273457
21_23533818	21	23533818	18.345985	14.653087	13.724557	24.844477	34.47821	36.522278	10.201455	25.562336	10.143399	16.019684	8.375274	17.909472	22.175186	18.569525	31.273457
21_23534231	21	23534231	18.297686	14.673013	13.75773	24.852943	34.424641	36.513882	10.188757	25.548939	10.15965	15.994371	8.390247	17.89521	22.13586	18.583986	31.264652
21_23534293	21	23534293	18.297686	14.673013	13.75773	24.852943	34.424641	36.513882	10.188757	25.548939	10.15965	15.994371	8.390247	17.89521	22.13586	18.583986	31.264652
21_23535487	21	23535487	18.249662	14.693348	13.791004	24.861315	34.370327	36.505016	10.175845	25.535454	10.175665	15.969662	8.405025	17.880417	22.096237	18.598038	31.255833
21_23535965	21	23535965	18.249662	14.693348	13.791004	24.861315	34.370327	36.505016	10.175845	25.535454	10.175665	15.969662	8.405025	17.880417	22.096237	18.598038	31.255833
21_23536073	21	23536073	18.249662	14.693348	13.791004	24.861315	34.370327	36.505016	10.175845	25.535454	10.175665	15.969662	8.405025	17.880417	22.096237	18.598038	31.255833
21_23537328	21	23537328	18.15452	14.735193	13.857826	24.877804	34.259571	36.48584	10.149423	25.508209	10.206964	15.922048	8.433977	17.849241	22.016111	18.624914	31.238134
21_23537805	21	23537805	18.15452	14.735193	13.857826	24.877804	34.259571	36.48584	10.149423	25.508209	10.206964	15.922048	8.433977	17.849241	22.016111	18.624914	31.238134
21_23538135	21	23538135	18.15452	14.735193	13.857826	24.877804	34.259571	36.48584	10.149423	25.508209	10.206964	15.922048	8.433977	17.849241	22.016111	18.624914	31.238134
21_23538480	21	23538480	18.10742	14.756672	13.891356	24.885931	34.203144	36.475536	10.135933	25.49445	10.222234	15.899136	8.448152	17.832859	21.975622	18.637735	31.229252
21_23538533	21	23538533	18.10742	14.756672	13.891356	24.885931	34.203144	36.475536	10.135933	25.49445	10.222234	15.899136	8.448152	17.832859	21.975622	18.637735	31.229252
21_23538640	21	23538640	18.10742	14.756672	13.891356	24.885931	34.203144	36.475536	10.135933	25.49445	10.222234	15.899136	8.448152	17.832859	21.975622	18.637735	31.229252
21_23538892	21	23538892	18.10742	14.756672	13.891356	24.885931	34.203144	36.475536	10.135933	25.49445	10.222234	15.899136	8.448152	17.832859	21.975622	18.637735	31.229252
21_23539340	21	23539340	18.060659	14.778502	13.92495	24.893988	34.146046	36.464748	10.122274	25.480602	10.23724	15.876819	8.462126	17.815945	21.934853	18.650145	31.220356
21_23539346	21	23539346	18.060659	14.778502	13.92495	24.893988	34.146046	36.464748	10.122274	25.480602	10.23724	15.876819	8.462126	17.815945	21.934853	18.650145	31.220356
21_23543927	21	23543927	17.877199	14.869012	14.059765	24.925573	33.911076	36.416798	10.066175	25.424294	10.294513	15.793465	8.515998	17.743006	21.769121	18.695612	31.184505
21_23547277	21	23547277	17.700054	14.963867	14.194759	24.956324	33.666256	36.361149	10.008282	25.366508	10.347061	15.719419	8.566621	17.661648	21.599405	18.734337	31.14819
21_23547477	21	23547477	17.700054	14.963867	14.194759	24.956324	33.666256	36.361149	10.008282	25.366508	10.347061	15.719419	8.566621	17.661648	21.599405	18.734337	31.14819
21_23549006	21	23549006	17.656841	14.988142	14.228452	24.963909	33.603615	36.346035	9.993619	25.351828	10.359413	15.702335	8.578772	17.640003	21.556398	18.742958	31.139029
21_23550929	21	23550929	17.571777	15.037251	14.295679	24.978964	33.476704	36.314377	9.964139	25.322197	10.383128	15.669857	8.602473	17.595142	21.469746	18.758898	31.120592
21_23551094	21	23551094	17.571777	15.037251	14.295679	24.978964	33.476704	36.314377	9.964139	25.322197	10.383128	15.669857	8.602473	17.595142	21.469746	18.758898	31.120592
21_23551759	21	23551759	17.529943	15.062054	14.329188	24.986444	33.412464	36.297832	9.949352	25.307249	10.394482	15.65445	8.614025	17.571934	21.426113	18.766222	31.111313
21_23552913	21	23552913	17.488596	15.087	14.362613	24.993891	33.347721	36.280811	9.934547	25.292206	10.405488	15.639594	8.625381	17.54821	21.382284	18.773111	31.101995
21_23553149	21	23553149	17.488596	15.087	14.362613	24.993891	33.347721	36.280811	9.934547	25.292206	10.405488	15.639594	8.625381	17.54821	21.382284	18.773111	31.101995
21_23553262	21	23553262	17.447735	15.112076	14.395939	25.001305	33.282482	36.263317	9.919739	25.277075	10.416145	15.625281	8.63654	17.523968	21.338266	18.779562	31.092636
21_23553349	21	23553349	17.447735	15.112076	14.395939	25.001305	33.282482	36.263317	9.919739	25.277075	10.416145	15.625281	8.63654	17.523968	21.338266	18.779562	31.092636
21_23554261	21	23554261	17.407373	15.137263	14.429152	25.00869	33.216763	36.245354	9.904935	25.261852	10.426449	15.611509	8.647507	17.499208	21.294067	18.78558	31.083227
21_23554653	21	23554653	17.407373	15.137263	14.429152	25.00869	33.216763	36.245354	9.904935	25.261852	10.426449	15.611509	8.647507	17.499208	21.294067	18.78558	31.083227
21_23554663	21	23554663	17.407373	15.137263	14.429152	25.00869	33.216763	36.245354	9.904935	25.261852	10.426449	15.611509	8.647507	17.499208	21.294067	18.78558	31.083227
21_23554691	21	23554691	17.407373	15.137263	14.429152	25.00869	33.216763	36.245354	9.904935	25.261852	10.426449	15.611509	8.647507	17.499208	21.294067	18.78558	31.083227
21_23555044	21	23555044	17.407373	15.137263	14.429152	25.00869	33.216763	36.245354	9.904935	25.261852	10.426449	15.611509	8.647507	17.499208	21.294067	18.78558	31.083227
21_23555246	21	23555246	17.367519	15.16255	14.462241	25.016048	33.150597	36.226921	9.89015	25.246544	10.43639	15.598273	8.658281	17.473936	21.249697	18.791153	31.073776
21_23555497	21	23555497	17.367519	15.16255	14.462241	25.016048	33.150597	36.226921	9.89015	25.246544	10.43639	15.598273	8.658281	17.473936	21.249697	18.791153	31.073776
21_23555880	21	23555880	17.367519	15.16255	14.462241	25.016048	33.150597	36.226921	9.89015	25.246544	10.43639	15.598273	8.658281	17.473936	21.249697	18.791153	31.073776
21_23556088	21	23556088	17.367519	15.16255	14.462241	25.016048	33.150597	36.226921	9.89015	25.246544	10.43639	15.598273	8.658281	17.473936	21.249697	18.791153	31.073776
21_23556091	21	23556091	17.367519	15.16255	14.462241	25.016048	33.150597	36.226921	9.89015	25.246544	10.43639	15.598273	8.658281	17.473936	21.249697	18.791153	31.073776
21_23556127	21	23556127	17.367519	15.16255	14.462241	25.016048	33.150597	36.226921	9.89015	25.246544	10.43639	15.598273	8.658281	17.473936	21.249697	18.791153	31.073776
21_23557005	21	23557005	17.328178	15.187919	14.495189	25.023376	33.083977	36.208015	9.875398	25.231144	10.445966	15.585564	8.668865	17.448153	21.20516	18.796284	31.06427
21_23557075	21	23557075	17.328178	15.187919	14.495189	25.023376	33.083977	36.208015	9.875398	25.231144	10.445966	15.585564	8.668865	17.448153	21.20516	18.796284	31.06427
21_23557154	21	23557154	17.328178	15.187919	14.495189	25.023376	33.083977	36.208015	9.875398	25.231144	10.445966	15.585564	8.668865	17.448153	21.20516	18.796284	31.06427
21_23557279	21	23557279	17.289366	15.213353	14.527986	25.030678	33.016933	36.188652	9.860686	25.215658	10.455173	15.573378	8.679263	17.421854	21.160463	18.800968	31.054716
21_23557305	21	23557305	17.289366	15.213353	14.527986	25.030678	33.016933	36.188652	9.860686	25.215658	10.455173	15.573378	8.679263	17.421854	21.160463	18.800968	31.054716
21_23557354	21	23557354	17.289366	15.213353	14.527986	25.030678	33.016933	36.188652	9.860686	25.215658	10.455173	15.573378	8.679263	17.421854	21.160463	18.800968	31.054716
21_23557468	21	23557468	17.289366	15.213353	14.527986	25.030678	33.016933	36.188652	9.860686	25.215658	10.455173	15.573378	8.679263	17.421854	21.160463	18.800968	31.054716
21_23557506	21	23557506	17.289366	15.213353	14.527986	25.030678	33.016933	36.188652	9.860686	25.215658	10.455173	15.573378	8.679263	17.421854	21.160463	18.800968	31.054716
21_23557507	21	23557507	17.289366	15.213353	14.527986	25.030678	33.016933	36.188652	9.860686	25.215658	10.455173	15.573378	8.679263	17.421854	21.160463	18.800968	31.054716
21_23557511	21	23557511	17.289366	15.213353	14.527986	25.030678	33.016933	36.188652	9.860686	25.215658	10.455173	15.573378	8.679263	17.421854	21.160463	18.800968	31.054716
21_23558381	21	23558381	17.251085	15.238841	14.560614	25.037952	32.949471	36.168816	9.84603	25.200089	10.464004	15.56171	8.689477	17.395048	21.115614	18.805212	31.045109
21_23558396	21	23558396	17.251085	15.238841	14.560614	25.037952	32.949471	36.168816	9.84603	25.200089	10.464004	15.56171	8.689477	17.395048	21.115614	18.805212	31.045109
21_23558442	21	23558442	17.251085	15.238841	14.560614	25.037952	32.949471	36.168816	9.84603	25.200089	10.464004	15.56171	8.689477	17.395048	21.115614	18.805212	31.045109
21_23558926	21	23558926	17.251085	15.238841	14.560614	25.037952	32.949471	36.168816	9.84603	25.200089	10.464004	15.56171	8.689477	17.395048	21.115614	18.805212	31.045109
21_23558991	21	23558991	17.251085	15.238841	14.560614	25.037952	32.949471	36.168816	9.84603	25.200089	10.464004	15.56171	8.689477	17.395048	21.115614	18.805212	31.045109
21_23559059	21	23559059	17.251085	15.238841	14.560614	25.037952	32.949471	36.168816	9.84603	25.200089	10.464004	15.56171	8.689477	17.395048	21.115614	18.805212	31.045109
21_23559136	21	23559136	17.251085	15.238841	14.560614	25.037952	32.949471	36.168816	9.84603	25.200089	10.464004	15.56171	8.689477	17.395048	21.115614	18.805212	31.045109
21_23559173	21	23559173	17.251085	15.238841	14.560614	25.037952	32.949471	36.168816	9.84603	25.200089	10.464004	15.56171	8.689477	17.395048	21.115614	18.805212	31.045109
21_23560457	21	23560457	17.176147	15.289909	14.625321	25.052418	32.813377	36.127773	9.816932	25.168682	10.480525	15.539896	8.709359	17.339912	21.025494	18.812347	31.025726
