	Chr	Position	Bg02es	Bj	Gm06990	Gm12801	Gm12812	Gm12813	Gm12878	Helas3	Hepg2	Huvec	Imr90	K562	Mcf7	Nhek	Sknsh
22_22189015	22	22189015	45.72139	54.190426	72.383499	67.762199	64.051598	63.506245	71.422394	53.35503	64.72155	55.67289	58.452118	61.000324	58.883091	56.819923	59.845726
22_22189137	22	22189137	45.628574	54.118149	72.326576	67.796364	64.0131	63.492504	71.365097	53.336311	64.64978	55.565845	58.349918	60.962624	58.822601	56.741642	59.810337
22_22189203	22	22189203	45.628574	54.118149	72.326576	67.796364	64.0131	63.492504	71.365097	53.336311	64.64978	55.565845	58.349918	60.962624	58.822601	56.741642	59.810337
22_22190115	22	22190115	45.536423	54.045918	72.269669	67.830086	63.973755	63.479206	71.307831	53.317822	64.578194	55.4589	58.247532	60.925152	58.762222	56.663189	59.774925
22_22190135	22	22190135	45.536423	54.045918	72.269669	67.830086	63.973755	63.479206	71.307831	53.317822	64.578194	55.4589	58.247532	60.925152	58.762222	56.663189	59.774925
22_22190603	22	22190603	45.536423	54.045918	72.269669	67.830086	63.973755	63.479206	71.307831	53.317822	64.578194	55.4589	58.247532	60.925152	58.762222	56.663189	59.774925
22_22190613	22	22190613	45.536423	54.045918	72.269669	67.830086	63.973755	63.479206	71.307831	53.317822	64.578194	55.4589	58.247532	60.925152	58.762222	56.663189	59.774925
22_22190683	22	22190683	45.536423	54.045918	72.269669	67.830086	63.973755	63.479206	71.307831	53.317822	64.578194	55.4589	58.247532	60.925152	58.762222	56.663189	59.774925
22_22191124	22	22191124	45.44492	53.973724	72.212799	67.863365	63.933594	63.466381	71.250603	53.299534	64.506813	55.352058	58.144958	60.887913	58.701977	56.584583	59.739491
22_22191427	22	22191427	45.44492	53.973724	72.212799	67.863365	63.933594	63.466381	71.250603	53.299534	64.506813	55.352058	58.144958	60.887913	58.701977	56.584583	59.739491
22_22191791	22	22191791	45.44492	53.973724	72.212799	67.863365	63.933594	63.466381	71.250603	53.299534	64.506813	55.352058	58.144958	60.887913	58.701977	56.584583	59.739491
22_22191967	22	22191967	45.44492	53.973724	72.212799	67.863365	63.933594	63.466381	71.250603	53.299534	64.506813	55.352058	58.144958	60.887913	58.701977	56.584583	59.739491
22_22192629	22	22192629	45.35408	53.901577	72.155991	67.896194	63.892609	63.454029	71.193436	53.281445	64.435638	55.245319	58.042206	60.85088	58.641846	56.505817	59.704044
22_22192666	22	22192666	45.35408	53.901577	72.155991	67.896194	63.892609	63.454029	71.193436	53.281445	64.435638	55.245319	58.042206	60.85088	58.641846	56.505817	59.704044
22_22193065	22	22193065	45.35408	53.901577	72.155991	67.896194	63.892609	63.454029	71.193436	53.281445	64.435638	55.245319	58.042206	60.85088	58.641846	56.505817	59.704044
22_22194092	22	22194092	45.263897	53.829483	72.099274	67.928574	63.850826	63.442158	71.136337	53.26355	64.36467	55.138695	57.939281	60.814087	58.581833	56.426907	59.668583
22_22194768	22	22194768	45.174374	53.757442	72.042686	67.960487	63.808258	63.430771	71.079323	53.245838	64.29393	55.032181	57.836197	60.777531	58.521969	56.347862	59.633114
22_22195296	22	22195296	45.085506	53.685455	71.986221	67.991898	63.764904	63.419865	71.022377	53.228294	64.223434	54.925777	57.73296	60.741196	58.462227	56.268681	59.59763
22_22195338	22	22195338	45.085506	53.685455	71.986221	67.991898	63.764904	63.419865	71.022377	53.228294	64.223434	54.925777	57.73296	60.741196	58.462227	56.268681	59.59763
22_22195500	22	22195500	45.085506	53.685455	71.986221	67.991898	63.764904	63.419865	71.022377	53.228294	64.223434	54.925777	57.73296	60.741196	58.462227	56.268681	59.59763
22_22195678	22	22195678	45.085506	53.685455	71.986221	67.991898	63.764904	63.419865	71.022377	53.228294	64.223434	54.925777	57.73296	60.741196	58.462227	56.268681	59.59763
22_22195939	22	22195939	45.085506	53.685455	71.986221	67.991898	63.764904	63.419865	71.022377	53.228294	64.223434	54.925777	57.73296	60.741196	58.462227	56.268681	59.59763
22_22196360	22	22196360	44.997284	53.613522	71.929893	68.022842	63.720783	63.409439	70.965546	53.210922	64.153175	54.819489	57.629559	60.705093	58.402626	56.189369	59.562153
22_22197382	22	22197382	44.909725	53.541641	71.873756	68.053276	63.675911	63.399513	70.908821	53.193699	64.083168	54.713314	57.526031	60.669231	58.343178	56.109928	59.526676
22_22197437	22	22197437	44.909725	53.541641	71.873756	68.053276	63.675911	63.399513	70.908821	53.193699	64.083168	54.713314	57.526031	60.669231	58.343178	56.109928	59.526676
22_22197535	22	22197535	44.909725	53.541641	71.873756	68.053276	63.675911	63.399513	70.908821	53.193699	64.083168	54.713314	57.526031	60.669231	58.343178	56.109928	59.526676
22_22197714	22	22197714	44.909725	53.541641	71.873756	68.053276	63.675911	63.399513	70.908821	53.193699	64.083168	54.713314	57.526031	60.669231	58.343178	56.109928	59.526676
22_22198115	22	22198115	44.822823	53.469822	71.817802	68.083191	63.630295	63.390083	70.852226	53.17662	64.013443	54.607265	57.422359	60.633602	58.283867	56.030384	59.491215
22_22198124	22	22198124	44.822823	53.469822	71.817802	68.083191	63.630295	63.390083	70.852226	53.17662	64.013443	54.607265	57.422359	60.633602	58.283867	56.030384	59.491215
22_22198444	22	22198444	44.822823	53.469822	71.817802	68.083191	63.630295	63.390083	70.852226	53.17662	64.013443	54.607265	57.422359	60.633602	58.283867	56.030384	59.491215
22_22198519	22	22198519	44.822823	53.469822	71.817802	68.083191	63.630295	63.390083	70.852226	53.17662	64.013443	54.607265	57.422359	60.633602	58.283867	56.030384	59.491215
22_22199444	22	22199444	44.736588	53.398064	71.762062	68.112602	63.583954	63.381157	70.795746	53.159676	63.943981	54.501339	57.318565	60.598209	58.224709	55.950733	59.455765
22_22199787	22	22199787	44.736588	53.398064	71.762062	68.112602	63.583954	63.381157	70.795746	53.159676	63.943981	54.501339	57.318565	60.598209	58.224709	55.950733	59.455765
22_22199832	22	22199832	44.736588	53.398064	71.762062	68.112602	63.583954	63.381157	70.795746	53.159676	63.943981	54.501339	57.318565	60.598209	58.224709	55.950733	59.455765
22_22199848	22	22199848	44.736588	53.398064	71.762062	68.112602	63.583954	63.381157	70.795746	53.159676	63.943981	54.501339	57.318565	60.598209	58.224709	55.950733	59.455765
22_22199905	22	22199905	44.736588	53.398064	71.762062	68.112602	63.583954	63.381157	70.795746	53.159676	63.943981	54.501339	57.318565	60.598209	58.224709	55.950733	59.455765
22_22200206	22	22200206	44.651005	53.326359	71.706558	68.141479	63.536892	63.372715	70.739403	53.142857	63.874802	54.395546	57.214657	60.563061	58.165707	55.870975	59.42033
22_22200322	22	22200322	44.651005	53.326359	71.706558	68.141479	63.536892	63.372715	70.739403	53.142857	63.874802	54.395546	57.214657	60.563061	58.165707	55.870975	59.42033
22_22200351	22	22200351	44.651005	53.326359	71.706558	68.141479	63.536892	63.372715	70.739403	53.142857	63.874802	54.395546	57.214657	60.563061	58.165707	55.870975	59.42033
22_22200360	22	22200360	44.651005	53.326359	71.706558	68.141479	63.536892	63.372715	70.739403	53.142857	63.874802	54.395546	57.214657	60.563061	58.165707	55.870975	59.42033
22_22200684	22	22200684	44.651005	53.326359	71.706558	68.141479	63.536892	63.372715	70.739403	53.142857	63.874802	54.395546	57.214657	60.563061	58.165707	55.870975	59.42033
22_22200989	22	22200989	44.651005	53.326359	71.706558	68.141479	63.536892	63.372715	70.739403	53.142857	63.874802	54.395546	57.214657	60.563061	58.165707	55.870975	59.42033
22_22201068	22	22201068	44.651005	53.326359	71.706558	68.141479	63.536892	63.372715	70.739403	53.142857	63.874802	54.395546	57.214657	60.563061	58.165707	55.870975	59.42033
22_22201167	22	22201167	44.566082	53.254719	71.651306	68.169823	63.489136	63.364792	70.68322	53.126156	63.805927	54.289879	57.110645	60.528141	58.106857	55.791119	59.384911
22_22201242	22	22201242	44.566082	53.254719	71.651306	68.169823	63.489136	63.364792	70.68322	53.126156	63.805927	54.289879	57.110645	60.528141	58.106857	55.791119	59.384911
22_22201283	22	22201283	44.566082	53.254719	71.651306	68.169823	63.489136	63.364792	70.68322	53.126156	63.805927	54.289879	57.110645	60.528141	58.106857	55.791119	59.384911
22_22201294	22	22201294	44.566082	53.254719	71.651306	68.169823	63.489136	63.364792	70.68322	53.126156	63.805927	54.289879	57.110645	60.528141	58.106857	55.791119	59.384911
22_22201374	22	22201374	44.566082	53.254719	71.651306	68.169823	63.489136	63.364792	70.68322	53.126156	63.805927	54.289879	57.110645	60.528141	58.106857	55.791119	59.384911
22_22201402	22	22201402	44.566082	53.254719	71.651306	68.169823	63.489136	63.364792	70.68322	53.126156	63.805927	54.289879	57.110645	60.528141	58.106857	55.791119	59.384911
22_22201523	22	22201523	44.566082	53.254719	71.651306	68.169823	63.489136	63.364792	70.68322	53.126156	63.805927	54.289879	57.110645	60.528141	58.106857	55.791119	59.384911
22_22201546	22	22201546	44.566082	53.254719	71.651306	68.169823	63.489136	63.364792	70.68322	53.126156	63.805927	54.289879	57.110645	60.528141	58.106857	55.791119	59.384911
22_22201974	22	22201974	44.566082	53.254719	71.651306	68.169823	63.489136	63.364792	70.68322	53.126156	63.805927	54.289879	57.110645	60.528141	58.106857	55.791119	59.384911
22_22202268	22	22202268	44.481808	53.183132	71.596336	68.197624	63.440689	63.357376	70.62719	53.109562	63.737343	54.184338	57.006527	60.493465	58.048172	55.711178	59.349522
22_22202626	22	22202626	44.481808	53.183132	71.596336	68.197624	63.440689	63.357376	70.62719	53.109562	63.737343	54.184338	57.006527	60.493465	58.048172	55.711178	59.349522
22_22202639	22	22202639	44.481808	53.183132	71.596336	68.197624	63.440689	63.357376	70.62719	53.109562	63.737343	54.184338	57.006527	60.493465	58.048172	55.711178	59.349522
22_22204104	22	22204104	44.315228	53.040161	71.487312	68.251556	63.341812	63.344059	70.515648	53.076645	63.601147	53.973671	56.798019	60.42485	57.931293	55.551056	59.278843
22_22205356	22	22205356	44.232922	52.968761	71.433296	68.277679	63.291412	63.338184	70.460152	53.06031	63.533531	53.868549	56.693653	60.390907	57.873112	55.470886	59.243553
22_22205513	22	22205513	44.232922	52.968761	71.433296	68.277679	63.291412	63.338184	70.460152	53.06031	63.533531	53.868549	56.693653	60.390907	57.873112	55.470886	59.243553
22_22206446	22	22206446	44.151272	52.897423	71.379646	68.303223	63.240383	63.332817	70.404846	53.044052	63.466251	53.763569	56.589207	60.35722	57.815109	55.390656	59.208313
22_22206469	22	22206469	44.151272	52.897423	71.379646	68.303223	63.240383	63.332817	70.404846	53.044052	63.466251	53.763569	56.589207	60.35722	57.815109	55.390656	59.208313
22_22206687	22	22206687	44.151272	52.897423	71.379646	68.303223	63.240383	63.332817	70.404846	53.044052	63.466251	53.763569	56.589207	60.35722	57.815109	55.390656	59.208313
22_22206975	22	22206975	44.151272	52.897423	71.379646	68.303223	63.240383	63.332817	70.404846	53.044052	63.466251	53.763569	56.589207	60.35722	57.815109	55.390656	59.208313
22_22206979	22	22206979	44.151272	52.897423	71.379646	68.303223	63.240383	63.332817	70.404846	53.044052	63.466251	53.763569	56.589207	60.35722	57.815109	55.390656	59.208313
22_22207198	22	22207198	44.070263	52.826149	71.326355	68.328178	63.188755	63.327961	70.349754	53.027851	63.399338	53.658741	56.484699	60.323776	57.75729	55.310368	59.173119
22_22207221	22	22207221	44.070263	52.826149	71.326355	68.328178	63.188755	63.327961	70.349754	53.027851	63.399338	53.658741	56.484699	60.323776	57.75729	55.310368	59.173119
22_22207369	22	22207369	44.070263	52.826149	71.326355	68.328178	63.188755	63.327961	70.349754	53.027851	63.399338	53.658741	56.484699	60.323776	57.75729	55.310368	59.173119
22_22207454	22	22207454	44.070263	52.826149	71.326355	68.328178	63.188755	63.327961	70.349754	53.027851	63.399338	53.658741	56.484699	60.323776	57.75729	55.310368	59.173119
22_22207584	22	22207584	44.070263	52.826149	71.326355	68.328178	63.188755	63.327961	70.349754	53.027851	63.399338	53.658741	56.484699	60.323776	57.75729	55.310368	59.173119
22_22207731	22	22207731	44.070263	52.826149	71.326355	68.328178	63.188755	63.327961	70.349754	53.027851	63.399338	53.658741	56.484699	60.323776	57.75729	55.310368	59.173119
22_22207830	22	22207830	44.070263	52.826149	71.326355	68.328178	63.188755	63.327961	70.349754	53.027851	63.399338	53.658741	56.484699	60.323776	57.75729	55.310368	59.173119
22_22207845	22	22207845	44.070263	52.826149	71.326355	68.328178	63.188755	63.327961	70.349754	53.027851	63.399338	53.658741	56.484699	60.323776	57.75729	55.310368	59.173119
22_22208023	22	22208023	44.070263	52.826149	71.326355	68.328178	63.188755	63.327961	70.349754	53.027851	63.399338	53.658741	56.484699	60.323776	57.75729	55.310368	59.173119
22_22208358	22	22208358	43.989914	52.754936	71.273468	68.352547	63.136547	63.323616	70.294853	53.011711	63.332779	53.55407	56.380142	60.290588	57.699654	55.230026	59.137974
22_22208485	22	22208485	43.989914	52.754936	71.273468	68.352547	63.136547	63.323616	70.294853	53.011711	63.332779	53.55407	56.380142	60.290588	57.699654	55.230026	59.137974
22_22208677	22	22208677	43.989914	52.754936	71.273468	68.352547	63.136547	63.323616	70.294853	53.011711	63.332779	53.55407	56.380142	60.290588	57.699654	55.230026	59.137974
22_22208763	22	22208763	43.989914	52.754936	71.273468	68.352547	63.136547	63.323616	70.294853	53.011711	63.332779	53.55407	56.380142	60.290588	57.699654	55.230026	59.137974
22_22210343	22	22210343	43.831161	52.612694	71.168938	68.399475	63.030418	63.316483	70.18573	52.979538	63.200779	53.345181	56.170921	60.22496	57.584953	55.069218	59.067871
22_22210529	22	22210529	43.831161	52.612694	71.168938	68.399475	63.030418	63.316483	70.18573	52.979538	63.200779	53.345181	56.170921	60.22496	57.584953	55.069218	59.067871
22_22211124	22	22211124	43.752758	52.54166	71.117348	68.42202	62.976547	63.313702	70.131508	52.963501	63.135349	53.240967	56.066265	60.192532	57.527885	54.988773	59.032917
22_22211276	22	22211276	43.752758	52.54166	71.117348	68.42202	62.976547	63.313702	70.131508	52.963501	63.135349	53.240967	56.066265	60.192532	57.527885	54.988773	59.032917
22_22211328	22	22211328	43.752758	52.54166	71.117348	68.42202	62.976547	63.313702	70.131508	52.963501	63.135349	53.240967	56.066265	60.192532	57.527885	54.988773	59.032917
22_22211398	22	22211398	43.752758	52.54166	71.117348	68.42202	62.976547	63.313702	70.131508	52.963501	63.135349	53.240967	56.066265	60.192532	57.527885	54.988773	59.032917
22_22213557	22	22213557	43.59787	52.39978	71.01561	68.465271	62.867279	63.309666	70.023819	52.931465	63.005695	53.033054	55.856907	60.128437	57.414379	54.827808	58.963242
22_22213623	22	22213623	43.59787	52.39978	71.01561	68.465271	62.867279	63.309666	70.023819	52.931465	63.005695	53.033054	55.856907	60.128437	57.414379	54.827808	58.963242
22_22213721	22	22213721	43.59787	52.39978	71.01561	68.465271	62.867279	63.309666	70.023819	52.931465	63.005695	53.033054	55.856907	60.128437	57.414379	54.827808	58.963242
22_22214140	22	22214140	43.521393	52.328915	70.965492	68.485947	62.81192	63.308434	69.970345	52.915459	62.94149	52.929344	55.752228	60.096783	57.357933	54.747303	58.92852
22_22214219	22	22214219	43.521393	52.328915	70.965492	68.485947	62.81192	63.308434	69.970345	52.915459	62.94149	52.929344	55.752228	60.096783	57.357933	54.747303	58.92852
22_22214283	22	22214283	43.521393	52.328915	70.965492	68.485947	62.81192	63.308434	69.970345	52.915459	62.94149	52.929344	55.752228	60.096783	57.357933	54.747303	58.92852
22_22214430	22	22214430	43.521393	52.328915	70.965492	68.485947	62.81192	63.308434	69.970345	52.915459	62.94149	52.929344	55.752228	60.096783	57.357933	54.747303	58.92852
22_22214510	22	22214510	43.521393	52.328915	70.965492	68.485947	62.81192	63.308434	69.970345	52.915459	62.94149	52.929344	55.752228	60.096783	57.357933	54.747303	58.92852
22_22214511	22	22214511	43.521393	52.328915	70.965492	68.485947	62.81192	63.308434	69.970345	52.915459	62.94149	52.929344	55.752228	60.096783	57.357933	54.747303	58.92852
22_22214635	22	22214635	43.521393	52.328915	70.965492	68.485947	62.81192	63.308434	69.970345	52.915459	62.94149	52.929344	55.752228	60.096783	57.357933	54.747303	58.92852
22_22215058	22	22215058	43.521393	52.328915	70.965492	68.485947	62.81192	63.308434	69.970345	52.915459	62.94149	52.929344	55.752228	60.096783	57.357933	54.747303	58.92852
22_22215164	22	22215164	43.445549	52.25811	70.915878	68.505989	62.7561	63.307716	69.917145	52.899437	62.877701	52.825821	55.647556	60.065384	57.301704	54.66679	58.89389
22_22215250	22	22215250	43.445549	52.25811	70.915878	68.505989	62.7561	63.307716	69.917145	52.899437	62.877701	52.825821	55.647556	60.065384	57.301704	54.66679	58.89389
22_22215881	22	22215881	43.445549	52.25811	70.915878	68.505989	62.7561	63.307716	69.917145	52.899437	62.877701	52.825821	55.647556	60.065384	57.301704	54.66679	58.89389
22_22215892	22	22215892	43.445549	52.25811	70.915878	68.505989	62.7561	63.307716	69.917145	52.899437	62.877701	52.825821	55.647556	60.065384	57.301704	54.66679	58.89389
22_22216268	22	22216268	43.370346	52.187359	70.866821	68.525375	62.699844	63.307514	69.864204	52.883404	62.814354	52.722466	55.542908	60.03426	57.245689	54.586281	58.859356
22_22216431	22	22216431	43.370346	52.187359	70.866821	68.525375	62.699844	63.307514	69.864204	52.883404	62.814354	52.722466	55.542908	60.03426	57.245689	54.586281	58.859356
22_22217462	22	22217462	43.295773	52.116653	70.818329	68.544121	62.643169	63.307823	69.811531	52.867352	62.751453	52.619286	55.438286	60.003391	57.189907	54.505772	58.824913
22_22217807	22	22217807	43.295773	52.116653	70.818329	68.544121	62.643169	63.307823	69.811531	52.867352	62.751453	52.619286	55.438286	60.003391	57.189907	54.505772	58.824913
22_22218420	22	22218420	43.221836	52.045998	70.770409	68.562202	62.586102	63.30864	69.759155	52.851261	62.689003	52.516304	55.333698	59.97279	57.13435	54.425278	58.790585
22_22218430	22	22218430	43.221836	52.045998	70.770409	68.562202	62.586102	63.30864	69.759155	52.851261	62.689003	52.516304	55.333698	59.97279	57.13435	54.425278	58.790585
22_22218512	22	22218512	43.221836	52.045998	70.770409	68.562202	62.586102	63.30864	69.759155	52.851261	62.689003	52.516304	55.333698	59.97279	57.13435	54.425278	58.790585
22_22218550	22	22218550	43.221836	52.045998	70.770409	68.562202	62.586102	63.30864	69.759155	52.851261	62.689003	52.516304	55.333698	59.97279	57.13435	54.425278	58.790585
22_22218817	22	22218817	43.221836	52.045998	70.770409	68.562202	62.586102	63.30864	69.759155	52.851261	62.689003	52.516304	55.333698	59.97279	57.13435	54.425278	58.790585
22_22218973	22	22218973	43.221836	52.045998	70.770409	68.562202	62.586102	63.30864	69.759155	52.851261	62.689003	52.516304	55.333698	59.97279	57.13435	54.425278	58.790585
22_22219022	22	22219022	43.221836	52.045998	70.770409	68.562202	62.586102	63.30864	69.759155	52.851261	62.689003	52.516304	55.333698	59.97279	57.13435	54.425278	58.790585
22_22219445	22	22219445	43.148529	51.975388	70.723083	68.579628	62.528648	63.309971	69.707069	52.835136	62.626995	52.413498	55.229156	59.942451	57.079021	54.344799	58.756351
22_22219486	22	22219486	43.148529	51.975388	70.723083	68.579628	62.528648	63.309971	69.707069	52.835136	62.626995	52.413498	55.229156	59.942451	57.079021	54.344799	58.756351
22_22219581	22	22219581	43.148529	51.975388	70.723083	68.579628	62.528648	63.309971	69.707069	52.835136	62.626995	52.413498	55.229156	59.942451	57.079021	54.344799	58.756351
22_22219643	22	22219643	43.148529	51.975388	70.723083	68.579628	62.528648	63.309971	69.707069	52.835136	62.626995	52.413498	55.229156	59.942451	57.079021	54.344799	58.756351
22_22219713	22	22219713	43.148529	51.975388	70.723083	68.579628	62.528648	63.309971	69.707069	52.835136	62.626995	52.413498	55.229156	59.942451	57.079021	54.344799	58.756351
22_22219856	22	22219856	43.148529	51.975388	70.723083	68.579628	62.528648	63.309971	69.707069	52.835136	62.626995	52.413498	55.229156	59.942451	57.079021	54.344799	58.756351
22_22220066	22	22220066	43.148529	51.975388	70.723083	68.579628	62.528648	63.309971	69.707069	52.835136	62.626995	52.413498	55.229156	59.942451	57.079021	54.344799	58.756351
22_22220463	22	22220463	43.075836	51.904827	70.676376	68.596397	62.470844	63.311817	69.655281	52.81897	62.56546	52.31089	55.124676	59.912384	57.02393	54.264351	58.722237
22_22224737	22	22224737	42.791313	51.62294	70.496002	68.6567	62.236507	63.324276	69.45118	52.753658	62.324173	51.902451	54.707451	59.794811	56.80603	53.942917	58.587055
22_22224948	22	22224948	42.791313	51.62294	70.496002	68.6567	62.236507	63.324276	69.45118	52.753658	62.324173	51.902451	54.707451	59.794811	56.80603	53.942917	58.587055
22_22225921	22	22225921	42.721722	51.552551	70.452591	68.670059	62.177246	63.328636	69.400948	52.737144	62.265118	51.800858	54.603371	59.766098	56.752193	53.862679	58.553593
22_22226708	22	22226708	42.652733	51.482185	70.409897	68.682732	62.117752	63.3335	69.351051	52.720531	62.206573	51.699474	54.499397	59.737652	56.698624	53.782497	58.520283
22_22226733	22	22226733	42.652733	51.482185	70.409897	68.682732	62.117752	63.3335	69.351051	52.720531	62.206573	51.699474	54.499397	59.737652	56.698624	53.782497	58.520283
22_22226975	22	22226975	42.652733	51.482185	70.409897	68.682732	62.117752	63.3335	69.351051	52.720531	62.206573	51.699474	54.499397	59.737652	56.698624	53.782497	58.520283
22_22227234	22	22227234	42.584351	51.411846	70.36792	68.69471	62.05806	63.338871	69.301483	52.703831	62.14856	51.598312	54.395538	59.709488	56.645329	53.702385	58.487133
22_22227937	22	22227937	42.584351	51.411846	70.36792	68.69471	62.05806	63.338871	69.301483	52.703831	62.14856	51.598312	54.395538	59.709488	56.645329	53.702385	58.487133
22_22229139	22	22229139	42.449387	51.271194	70.286209	68.716599	61.938141	63.351055	69.203377	52.670109	62.034142	51.396652	54.18821	59.653988	56.539562	53.542374	58.421314
22_22229175	22	22229175	42.449387	51.271194	70.286209	68.716599	61.938141	63.351055	69.203377	52.670109	62.034142	51.396652	54.18821	59.653988	56.539562	53.542374	58.421314
22_22229815	22	22229815	42.449387	51.271194	70.286209	68.716599	61.938141	63.351055	69.203377	52.670109	62.034142	51.396652	54.18821	59.653988	56.539562	53.542374	58.421314
22_22229885	22	22229885	42.449387	51.271194	70.286209	68.716599	61.938141	63.351055	69.203377	52.670109	62.034142	51.396652	54.18821	59.653988	56.539562	53.542374	58.421314
22_22230118	22	22230118	42.38279	51.200893	70.246498	68.726486	61.877972	63.357876	69.154854	52.653084	61.97776	51.296154	54.084755	59.626656	56.487103	53.462498	58.388649
22_22230282	22	22230282	42.38279	51.200893	70.246498	68.726486	61.877972	63.357876	69.154854	52.653084	61.97776	51.296154	54.084755	59.626656	56.487103	53.462498	58.388649
22_22230413	22	22230413	42.38279	51.200893	70.246498	68.726486	61.877972	63.357876	69.154854	52.653084	61.97776	51.296154	54.084755	59.626656	56.487103	53.462498	58.388649
22_22230603	22	22230603	42.38279	51.200893	70.246498	68.726486	61.877972	63.357876	69.154854	52.653084	61.97776	51.296154	54.084755	59.626656	56.487103	53.462498	58.388649
22_22230656	22	22230656	42.38279	51.200893	70.246498	68.726486	61.877972	63.357876	69.154854	52.653084	61.97776	51.296154	54.084755	59.626656	56.487103	53.462498	58.388649
22_22231452	22	22231452	42.316784	51.1306	70.207565	68.735657	61.817677	63.365181	69.106674	52.635925	61.921947	51.195896	53.981457	59.599602	56.434933	53.382702	58.356167
22_22231597	22	22231597	42.316784	51.1306	70.207565	68.735657	61.817677	63.365181	69.106674	52.635925	61.921947	51.195896	53.981457	59.599602	56.434933	53.382702	58.356167
22_22231666	22	22231666	42.316784	51.1306	70.207565	68.735657	61.817677	63.365181	69.106674	52.635925	61.921947	51.195896	53.981457	59.599602	56.434933	53.382702	58.356167
22_22231748	22	22231748	42.316784	51.1306	70.207565	68.735657	61.817677	63.365181	69.106674	52.635925	61.921947	51.195896	53.981457	59.599602	56.434933	53.382702	58.356167
22_22231977	22	22231977	42.316784	51.1306	70.207565	68.735657	61.817677	63.365181	69.106674	52.635925	61.921947	51.195896	53.981457	59.599602	56.434933	53.382702	58.356167
22_22233044	22	22233044	42.251377	51.060307	70.169426	68.744141	61.75729	63.372955	69.058876	52.618645	61.866703	51.095867	53.878315	59.572826	56.38306	53.303001	58.323864
22_22233778	22	22233778	42.122295	50.91972	70.095589	68.758972	61.636326	63.389938	68.964371	52.583675	61.757946	50.896538	53.672558	59.520123	56.280231	53.143898	58.259834
22_22234091	22	22234091	42.122295	50.91972	70.095589	68.758972	61.636326	63.389938	68.964371	52.583675	61.757946	50.896538	53.672558	59.520123	56.280231	53.143898	58.259834
22_22234207	22	22234207	42.122295	50.91972	70.095589	68.758972	61.636326	63.389938	68.964371	52.583675	61.757946	50.896538	53.672558	59.520123	56.280231	53.143898	58.259834
22_22234220	22	22234220	42.122295	50.91972	70.095589	68.758972	61.636326	63.389938	68.964371	52.583675	61.757946	50.896538	53.672558	59.520123	56.280231	53.143898	58.259834
22_22234458	22	22234458	42.122295	50.91972	70.095589	68.758972	61.636326	63.389938	68.964371	52.583675	61.757946	50.896538	53.672558	59.520123	56.280231	53.143898	58.259834
22_22234518	22	22234518	42.122295	50.91972	70.095589	68.758972	61.636326	63.389938	68.964371	52.583675	61.757946	50.896538	53.672558	59.520123	56.280231	53.143898	58.259834
22_22234600	22	22234600	42.122295	50.91972	70.095589	68.758972	61.636326	63.389938	68.964371	52.583675	61.757946	50.896538	53.672558	59.520123	56.280231	53.143898	58.259834
22_22234624	22	22234624	42.122295	50.91972	70.095589	68.758972	61.636326	63.389938	68.964371	52.583675	61.757946	50.896538	53.672558	59.520123	56.280231	53.143898	58.259834
22_22235546	22	22235546	42.058617	50.849403	70.059914	68.765305	61.57579	63.399117	68.917671	52.565983	61.70446	50.797237	53.56995	59.494183	56.229286	53.06451	58.228115
22_22235704	22	22235704	42.058617	50.849403	70.059914	68.765305	61.57579	63.399117	68.917671	52.565983	61.70446	50.797237	53.56995	59.494183	56.229286	53.06451	58.228115
22_22236137	22	22236137	41.995514	50.779076	70.025101	68.770943	61.515255	63.408764	68.871376	52.54813	61.651569	50.698185	53.467541	59.468533	56.17865	52.985237	58.196598
22_22236371	22	22236371	41.995514	50.779076	70.025101	68.770943	61.515255	63.408764	68.871376	52.54813	61.651569	50.698185	53.467541	59.468533	56.17865	52.985237	58.196598
22_22236464	22	22236464	41.995514	50.779076	70.025101	68.770943	61.515255	63.408764	68.871376	52.54813	61.651569	50.698185	53.467541	59.468533	56.17865	52.985237	58.196598
22_22236496	22	22236496	41.995514	50.779076	70.025101	68.770943	61.515255	63.408764	68.871376	52.54813	61.651569	50.698185	53.467541	59.468533	56.17865	52.985237	58.196598
22_22236511	22	22236511	41.995514	50.779076	70.025101	68.770943	61.515255	63.408764	68.871376	52.54813	61.651569	50.698185	53.467541	59.468533	56.17865	52.985237	58.196598
22_22237417	22	22237417	41.932972	50.708733	69.991135	68.775871	61.454742	63.418873	68.825455	52.530128	61.5993	50.599384	53.365334	59.443165	56.128338	52.906086	58.165295
22_22237560	22	22237560	41.932972	50.708733	69.991135	68.775871	61.454742	63.418873	68.825455	52.530128	61.5993	50.599384	53.365334	59.443165	56.128338	52.906086	58.165295
22_22237813	22	22237813	41.932972	50.708733	69.991135	68.775871	61.454742	63.418873	68.825455	52.530128	61.5993	50.599384	53.365334	59.443165	56.128338	52.906086	58.165295
22_22238696	22	22238696	41.870998	50.638363	69.958046	68.780083	61.394257	63.429424	68.77993	52.511959	61.547642	50.500839	53.263344	59.418079	56.078354	52.827068	58.134209
22_22239233	22	22239233	41.809574	50.567963	69.925842	68.783585	61.333851	63.440434	68.734818	52.493633	61.496613	50.402557	53.161568	59.393269	56.028702	52.74818	58.103348
